qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	QQG32074.1|Salmonella|Bacteriophage_vB_CkoM_CkP1|Myo|RBP	28.000	50	33	2	23	72	176	222	90	17.7	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	Q9XJP3|Shigella|Bacteriophage_Sf6|Podo|RBP	30.000	20	14	0	346	365	359	378	90	17.7	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	P03748|Escherichia|Bacteriophage_T7|Podo|RBP	23.077	26	20	0	26	51	1	26	91	17.7	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	YP_006382457.1|Escherichia|Bacteriophage_vB_EcoS_AKFV33|Sipho|RBP	27.778	36	25	1	176	211	23	57	91	17.7	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	QLF82969.1|Klebsiella|Bacteriophage_KpnM6E1|Myo|RBP	44.444	9	5	0	495	503	126	134	92	17.3	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	P12528|Salmonella|Bacteriophage_P22|Podo|RBP	50.000	10	5	0	372	381	317	326	92	17.7	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	AEM91898.1|Escherichia|Bacteriophage_Cba120|Sipho|RBP	23.404	47	36	0	303	349	349	395	105	17.3	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	NP_112089.1|Enterobacteria|Bacteriophage_HK620|Sipho|RBP	83.333	6	1	0	108	113	81	86	107	16.9	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	P08234|Enterobacteria|Bacteriophage_M1|Podo|RBP	50.000	10	5	0	69	78	52	61	121	16.9	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	YP_654147.1|Escherichia|Bacteriophage_K1-5|Podo|RBP	46.154	13	7	0	192	204	334	346	126	17.3	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	M1EBB2.1|Salmonella|Salmonella_phage_vB_SenM-S16|Myo|RBP	35.000	20	13	0	424	443	108	127	128	16.9	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	O09496|Escherichia|Bacteriophage_K5|Podo|RBP	46.154	13	7	0	192	204	334	346	130	16.9	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	pdb_00005yvq|Enterobacteria|Bacteriophage_Mu|Myo|RBP	26.829	41	23	1	420	460	285	318	143	16.9	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	AUV56907.1|Staphylococcus|Bacteriophage_vB_SauM_LM12|Myo|RBP	27.027	74	37	3	173	246	67	123	151	16.9	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	P03744|Enterobacteria|Bacteriophage_T4|Myo|RBP	39.130	23	14	0	416	438	292	314	155	16.9	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	P10930|Enterobacteria|Bacteriophage_T4|Myo|RBP	50.000	12	6	0	432	443	303	314	156	16.9	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	pdb_00004rga|Lactococcus|Bacteriophage_1358|Sipho|RBP	37.500	24	15	0	50	73	318	341	169	16.5	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	pdb_00001zru|Lactococcal|Bacteriophage_P2|Myo|RBP	21.951	41	24	1	232	272	193	225	180	16.5	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	YP_009788589.1|Klebsiella|Bacteriophage_K5-2|Myo|RBP	32.258	31	18	1	324	351	532	562	182	16.5	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	YP_004782195.1|Escherichia|Bacteriophage_vB_EcoP_G7C|Podo|RBP	28.000	50	26	3	401	447	377	419	182	16.5	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	CBY99572.1|Escherichia|Bacteriophage_phi92|Myo|RBP	40.000	15	9	0	66	80	660	674	202	16.5	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	AEL79676.1|Escherichia|Bacteriophage_vB_EcoP_G7C|Podo|RBP	38.095	21	13	0	59	79	113	133	210	16.5	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	P22588|Escherichia|Bacteriophage_P1|Myo|RBP	43.750	16	9	0	414	429	103	118	218	16.2	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	P07627|Enterobacteria|Bacteriophage_Ox2|Sipho|RBP	40.000	20	12	0	481	500	69	88	227	16.2	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	pdb_00005efv|Staphylococcus|Bacteriophage_11|Sipho|RBP	23.529	51	39	0	241	291	357	407	253	16.2	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	pdb_00006iab|Staphylococcus|Bacteriophage_P68|Sipho|RBP	25.926	27	20	0	152	178	189	215	274	16.2	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	YP_009880322.1|Escherichia|Bacteriophage_ep75|Sipho|RBP	25.000	28	21	0	331	358	317	344	275	16.2	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	pdb_00008xci|Escherichia|Bacteriophage_lambda|Sipho|RBP	38.462	13	8	0	505	517	792	804	342	15.8	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	K9L8K6|Klebsiella|Bacteriophage_KP36|Podo|RBP	41.667	12	7	0	506	517	629	640	490	15.4	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	P0DJY6|Escherichia|Bacteriophage_Mu|Myo|RBP	30.435	23	16	0	203	225	90	112	500	15.0	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	pdb_00005e7f|Lactococcus|Bacteriophage_Tuc2009|Sipho|RBP	50.000	12	4	1	461	472	157	166	690	14.6	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	APZ82848.1|Klebsiella|Bacteriophage_K5-4|Myo|RBP	25.926	27	20	0	305	331	607	633	877	14.2	522
